text,label
I feel hopeless about the future,Negative
I feel anxious and stressed,Negative
I feel overwhelmed with everything,Negative
I feel very sad and alone,Negative
I feel very sad and alone,Negative
Nothing feels enjoyable anymore,Negative
I feel overwhelmed with everything,Negative
I feel very sad and alone,Negative
I feel very sad and alone,Negative
I cannot sleep properly,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel very sad and alone,Negative
I feel very sad and alone,Negative
I feel overwhelmed with everything,Negative
I feel anxious and stressed,Negative
I feel anxious and stressed,Negative
I feel very sad and alone,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
I feel hopeless about the future,Negative
I cannot sleep properly,Negative
I feel overwhelmed with everything,Negative
Nothing feels enjoyable anymore,Negative
I feel hopeless about the future,Negative
I feel anxious and stressed,Negative
I feel anxious and stressed,Negative
I feel anxious and stressed,Negative
I feel overwhelmed with everything,Negative
I cannot sleep properly,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
I feel hopeless about the future,Negative
I feel very sad and alone,Negative
I cannot sleep properly,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
I feel anxious and stressed,Negative
I feel very sad and alone,Negative
I feel overwhelmed with everything,Negative
Nothing feels enjoyable anymore,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel anxious and stressed,Negative
Nothing feels enjoyable anymore,Negative
I feel very sad and alone,Negative
Nothing feels enjoyable anymore,Negative
I feel very sad and alone,Negative
I feel very sad and alone,Negative
Nothing feels enjoyable anymore,Negative
I feel hopeless about the future,Negative
I cannot sleep properly,Negative
I cannot sleep properly,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
Nothing feels enjoyable anymore,Negative
I cannot sleep properly,Negative
I feel very sad and alone,Negative
I cannot sleep properly,Negative
I feel hopeless about the future,Negative
I feel anxious and stressed,Negative
I feel anxious and stressed,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
I cannot sleep properly,Negative
I feel overwhelmed with everything,Negative
I feel anxious and stressed,Negative
I cannot sleep properly,Negative
Nothing feels enjoyable anymore,Negative
I cannot sleep properly,Negative
I feel very sad and alone,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
I cannot sleep properly,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel anxious and stressed,Negative
Nothing feels enjoyable anymore,Negative
I feel very sad and alone,Negative
I feel overwhelmed with everything,Negative
I cannot sleep properly,Negative
I feel hopeless about the future,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel very sad and alone,Negative
Nothing feels enjoyable anymore,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
I feel hopeless about the future,Negative
I feel overwhelmed with everything,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
I feel very sad and alone,Negative
I feel overwhelmed with everything,Negative
Nothing feels enjoyable anymore,Negative
I feel hopeless about the future,Negative
I feel anxious and stressed,Negative
I cannot sleep properly,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
I feel overwhelmed with everything,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
I cannot sleep properly,Negative
Nothing feels enjoyable anymore,Negative
I feel hopeless about the future,Negative
I feel overwhelmed with everything,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
I cannot sleep properly,Negative
I feel very sad and alone,Negative
I cannot sleep properly,Negative
I cannot sleep properly,Negative
I feel anxious and stressed,Negative
I feel hopeless about the future,Negative
I cannot sleep properly,Negative
Nothing feels enjoyable anymore,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
Nothing feels enjoyable anymore,Negative
I feel anxious and stressed,Negative
I feel overwhelmed with everything,Negative
I feel anxious and stressed,Negative
Nothing feels enjoyable anymore,Negative
I cannot sleep properly,Negative
I feel very sad and alone,Negative
I feel very sad and alone,Negative
I cannot sleep properly,Negative
I cannot sleep properly,Negative
I feel anxious and stressed,Negative
I cannot sleep properly,Negative
I feel anxious and stressed,Negative
I feel very sad and alone,Negative
Nothing feels enjoyable anymore,Negative
I cannot sleep properly,Negative
I feel very sad and alone,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
I feel anxious and stressed,Negative
I feel very sad and alone,Negative
I feel overwhelmed with everything,Negative
I feel hopeless about the future,Negative
I cannot sleep properly,Negative
Nothing feels enjoyable anymore,Negative
I feel anxious and stressed,Negative
Nothing feels enjoyable anymore,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel hopeless about the future,Negative
I cannot sleep properly,Negative
I feel anxious and stressed,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
I feel overwhelmed with everything,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
I feel very sad and alone,Negative
I cannot sleep properly,Negative
I cannot sleep properly,Negative
I feel anxious and stressed,Negative
I feel hopeless about the future,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
I feel very sad and alone,Negative
I feel very sad and alone,Negative
I feel anxious and stressed,Negative
I feel hopeless about the future,Negative
I feel anxious and stressed,Negative
I feel anxious and stressed,Negative
I feel very sad and alone,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel hopeless about the future,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
I feel anxious and stressed,Negative
I feel hopeless about the future,Negative
I feel overwhelmed with everything,Negative
I cannot sleep properly,Negative
I feel very sad and alone,Negative
I feel overwhelmed with everything,Negative
I feel hopeless about the future,Negative
I feel overwhelmed with everything,Negative
I feel anxious and stressed,Negative
I feel very sad and alone,Negative
I cannot sleep properly,Negative
I cannot sleep properly,Negative
I cannot sleep properly,Negative
I feel overwhelmed with everything,Negative
I cannot sleep properly,Negative
I feel hopeless about the future,Negative
I cannot sleep properly,Negative
I feel hopeless about the future,Negative
I cannot sleep properly,Negative
I feel very sad and alone,Negative
I feel anxious and stressed,Negative
I feel overwhelmed with everything,Negative
I feel anxious and stressed,Negative
I feel overwhelmed with everything,Negative
I feel very sad and alone,Negative
I cannot sleep properly,Negative
I feel overwhelmed with everything,Negative
Nothing feels enjoyable anymore,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
I feel very sad and alone,Negative
Nothing feels enjoyable anymore,Negative
Nothing feels enjoyable anymore,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
I feel anxious and stressed,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel very sad and alone,Negative
I cannot sleep properly,Negative
I feel very sad and alone,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
I feel overwhelmed with everything,Negative
I feel overwhelmed with everything,Negative
I feel anxious and stressed,Negative
I feel hopeless about the future,Negative
I feel very sad and alone,Negative
I feel overwhelmed with everything,Negative
I cannot sleep properly,Negative
Nothing feels enjoyable anymore,Negative
I cannot sleep properly,Negative
I feel overwhelmed with everything,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
Nothing feels enjoyable anymore,Negative
I cannot sleep properly,Negative
I feel hopeless about the future,Negative
I feel very sad and alone,Negative
I cannot sleep properly,Negative
I feel hopeless about the future,Negative
I feel hopeless about the future,Negative
Nothing feels enjoyable anymore,Negative
I feel anxious and stressed,Negative
I feel anxious and stressed,Negative
I feel very sad and alone,Negative
Nothing feels enjoyable anymore,Negative
Nothing feels enjoyable anymore,Negative
I cannot sleep properly,Negative
I feel very sad and alone,Negative
